MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence,MiscFeature,SaleType
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,FuseA,Typ,NA,Detchd,Unf,Fa,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,NA,BrkFace,Gd,PConc,Ex,TA,Gd,Rec,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,PConc,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,NA,None,TA,PConc,Fa,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,ConLw
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,NA,BrkCmn,Gd,CBlock,Gd,TA,No,LwQ,GasA,TA,Y,SBrkr,Sev,Po,CarPort,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,WD 
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,Pave,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,Grvl,None,Gd,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,New
RM,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,Gable,CompShg,BrkFace,NA,None,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,Stone,TA,PConc,Ex,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,NA,None,TA,CBlock,Gd,TA,Av,BLQ,GasA,Gd,Y,SBrkr,Typ,NA,NA,NA,NA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,TA,Gd,BLQ,GasA,TA,Y,SBrkr,Min1,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Grvl,None,TA,BrkTil,TA,TA,No,Unf,GasA,TA,N,SBrkr,Typ,Po,Detchd,Unf,Fa,N,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,BrkFace,Fa,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,Gd,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,NA,NA,NA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,GLQ,GasA,Ex,Y,FuseA,Typ,NA,Attchd,RFn,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,N,NA,NA,NA,COD
RL,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,Gd,TA,Mn,Rec,GasA,TA,N,SBrkr,Typ,NA,Detchd,Unf,Fa,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Unf,TA,P,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,FuseA,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,N,NA,NA,NA,WD 
RL,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Fa,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,Gd,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,Av,ALQ,GasA,TA,Y,SBrkr,Typ,Fa,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,New
RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,Grvl,None,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,FuseA,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Low,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,Gable,Tar&Grv,Plywood,NA,None,TA,CBlock,Gd,TA,Gd,BLQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,TA,No,BLQ,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,FuseA,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,No,LwQ,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,FuseA,Typ,TA,NA,NA,NA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,None,TA,CBlock,TA,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,Gd,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,Gd,Detchd,Fin,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,Stone,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,Stone,Gd,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,NA,Stone,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,None,TA,CBlock,Fa,TA,Mn,ALQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Grvl,None,TA,BrkTil,TA,Fa,No,BLQ,GasA,Gd,N,FuseA,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,COD
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,NA,None,TA,CBlock,Gd,TA,Av,ALQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,AsbShng,NA,None,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,PConc,Fa,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,NA,NA,NA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,TA,PConc,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,MnPrv,Shed,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,CBlock,TA,TA,Mn,Rec,GasA,TA,Y,SBrkr,Typ,Po,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,NA,Stone,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,NA,None,Gd,Stone,TA,Gd,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,GdPrv,Shed,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Gd,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,NA,BrkFace,Gd,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,NA,BrkFace,Fa,PConc,TA,TA,No,LwQ,GasA,Ex,Y,FuseF,Typ,TA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,Mn,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,Gd,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkCmn,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,Fa,CBlock,TA,TA,Mn,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,N,NA,NA,NA,COD
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Av,Unf,GasA,Gd,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,NA,None,TA,CBlock,TA,TA,No,LwQ,GasA,Fa,Y,FuseA,Min2,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,NA,None,TA,BrkTil,TA,TA,Mn,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,Fa,N,NA,NA,NA,WD 
RL,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,NA,None,Gd,BrkTil,TA,TA,No,LwQ,GasA,TA,Y,SBrkr,Typ,Po,Detchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,Gd,TA,Av,Rec,GasA,Gd,Y,SBrkr,Min2,Po,Attchd,Unf,TA,Y,NA,NA,Shed,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,Gd,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
